No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적
1069,DPBOM000007343,제작,F3,,D5,2022-08-06,2022-08-08
1070,DPBOM000007344,Supp 제작,F3,,D5,2022-08-06,2022-08-08
1071,DPBOM000007345,제작,F3,,D5,2022-07-21,2022-07-21
1072,DPBOM000007346,Supp 제작,F3,,D5,2022-07-21,2022-07-21
1073,DPBOM000007347,의장(설치),F4,,D6,2022-09-04,2022-09-04
1074,DPBOM000007348,철의장,F4,,D6,2022-08-06,2022-08-06
1075,DPBOM000007349,의장(설치),F3,,D5,2022-08-04,2022-08-04
1076,DPBOM000007350,제작,F3,,D5,2022-07-04,2022-06-05
1077,DPBOM000007351,Supp 제작,F3,,D5,2022-07-04,2022-06-05
1078,DPBOM000007352,의장(설치),F3,,D5,2022-08-11,2022-07-02
1079,DPBOM000007353,제작,F3,,D5,2022-07-10,2022-06-09
1080,DPBOM000004363,계획,F5,,D7,2022-06-11,2022-06-11
1081,DPBOM000007355,계획,F4,,D6,2022-06-11,2022-06-11
1082,DPBOM000004364,계획,F3,,D5,2022-06-11,2022-06-11
1083,DPBOM000007357,의장,F3,,D5,2022-08-08,2022-07-11
1084,DPBOM000007358,철의장,F3,,D5,2022-06-25,2022-06-04
1085,DPBOM000004368,의장(설치),F8,,D5,2022-08-22,2022-08-19
1086,DPBOM000002574,의장(설치),F5,,D7,2022-08-22,2022-08-15
1087,DPBOM000000376,철의장,F5,,D7,2022-07-30,2022-07-10
1088,DPBOM000004387,의장(설치),F8,,D5,2022-08-22,2022-08-19
1089,DPBOM000002575,의장(설치),F5,,D7,2022-08-22,2022-08-15
1090,DPBOM000000933,철의장,F5,,D7,2022-07-30,2022-07-10
1091,DPBOM000007365,의장(설치),F3,,D5,2022-07-30,2022-07-21
1092,DPBOM000007366,제작,F3,,D5,2022-06-27,2022-06-27
1093,DPBOM000007367,Supp 제작,F3,,D5,2022-06-27,2022-06-27
1094,DPBOM000007368,의장(설치),F2,,D4,2023-01-01,2023-01-01
1095,DPBOM000007369,제작,F2,,D4,2023-01-01,2023-01-01
1096,DPBOM000007370,Supp 제작,F2,,D4,2023-01-01,2023-01-01
1097,DPBOM000007371,의장(설치),F2,,D4,2023-01-01,2023-01-01
1098,DPBOM000007372,제작,F2,,D4,2023-01-01,2023-01-01
1099,DPBOM000007373,Supp 제작,F2,,D4,2023-01-01,2023-01-01
1100,DPBOM000000103,계획,F5,,D7,2022-06-16,2022-06-16
1101,DPBOM000007375,계획,F4,,D6,2022-06-16,2022-06-16
1102,DPBOM000000104,계획,F3,,D5,2022-06-16,2022-06-13
1103,DPBOM000002131,의장(설치),F5,,D7,2022-09-02,2022-09-02
1104,DPBOM000000318,철의장,F5,,D7,2022-08-04,2022-08-04
1105,DPBOM000007379,의장(설치),F3,,D5,2022-09-26,2022-09-25
1106,DPBOM000007380,제작,F3,,D5,2022-07-24,2022-07-07
1107,DPBOM000002133,의장(설치),F5,,D7,2022-09-02,2022-09-02
1108,DPBOM000000382,철의장,F5,,D7,2022-08-04,2022-08-04
1109,DPBOM000007383,의장(설치),F3,,D5,2022-09-26,2022-09-25
1110,DPBOM000007384,제작,F3,,D5,2022-07-24,2022-07-07
1111,DPBOM000007385,계획,F5,,D7,2022-08-15,2022-08-15
1112,DPBOM000007386,계획,F4,,D6,2022-08-15,2022-08-15
1113,DPBOM000007387,계획,F3,,D5,2022-08-15,2022-08-15
1114,DPBOM000007388,의장(설치),F8,,D5,2022-10-28,2022-10-08
1115,DPBOM000007389,의장(설치),F5,,D7,2022-10-16,2022-09-17
1116,DPBOM000007390,철의장,F5,,D7,2022-10-03,2022-09-22
1117,DPBOM000007391,의장(설치),F8,,D5,2022-10-28,2022-10-08
1118,DPBOM000007392,의장(설치),F5,,D7,2022-10-16,2022-09-17
1119,DPBOM000007393,철의장,F5,,D7,2022-10-03,2022-09-22
1120,DPBOM000007394,의장(설치),F3,,D5,2022-10-15,2022-09-25
1121,DPBOM000007395,제작,F3,,D5,2022-09-05,2022-08-22
1122,DPBOM000007396,Supp 제작,F3,,D5,2022-09-05,2022-08-22
1123,DPBOM000007397,의장(설치),F3,,D5,2022-10-15,2022-09-25
1124,DPBOM000007398,제작,F3,,D5,2022-09-05,2022-08-22
1125,DPBOM000007399,Supp 제작,F3,,D5,2022-09-05,2022-08-22
1126,DPBOM000007400,의장(설치),F5,,D7,2022-12-04,2022-10-27
1127,DPBOM000007401,의장(설치),F5,,D7,2022-12-09,2022-10-23
1128,DPBOM000007402,철의장,F5,,D7,2022-11-14,2022-10-17
1129,DPBOM000007403,계획,F5,,D7,2022-07-02,2022-07-02
1130,DPBOM000007404,계획,F4,,D6,2022-07-02,2022-07-02
1131,DPBOM000007405,계획,F3,,D5,2022-07-02,2022-07-02
1132,DPBOM000007406,의장,F1,,D3,2022-09-02,2022-08-12
1133,DPBOM000007407,의장,F4,,D6,2022-09-02,2022-08-29
1134,DPBOM000007408,철의장,F4,,D6,2022-07-04,2022-06-26
1135,DPBOM000007409,의장(설치),F8,,D5,2022-09-17,2022-09-11
1136,DPBOM000007410,의장(설치),F5,,D7,2022-09-17,2022-09-17
1137,DPBOM000007411,철의장,F5,,D7,2022-08-18,2022-08-18
1138,DPBOM000007412,의장(설치),F4,,D6,2022-10-23,2022-09-04
1139,DPBOM000007413,의장(설치),F3,,D5,2022-09-17,2022-09-17
1140,DPBOM000007414,제작,F3,,D5,2022-08-18,2022-08-18
1141,DPBOM000007415,Supp 제작,F3,,D5,2022-08-18,2022-08-18
1142,DPBOM000007416,의장(설치),F3,,D5,2022-09-17,2022-09-17
1143,DPBOM000007417,제작,F3,,D5,2022-08-18,2022-08-18
1144,DPBOM000007418,제작,F3,,D5,2022-08-05,2022-08-05
1145,DPBOM000007419,Supp 제작,F3,,D5,2022-08-05,2022-08-05
1146,DPBOM000007420,의장(설치),F4,,D6,2022-09-17,2022-09-17
1147,DPBOM000007421,철의장,F4,,D6,2022-08-18,2022-08-14
1148,DPBOM000007422,의장(설치),F3,,D5,2022-09-03,2022-09-03
1149,DPBOM000007423,제작,F3,,D5,2022-08-20,2022-08-19
1150,DPBOM000007424,Supp 제작,F3,,D5,2022-08-20,2022-08-19
1151,DPBOM000007425,의장(설치),F3,,D5,2022-09-03,2022-09-03
1152,DPBOM000007426,제작,F3,,D5,2022-08-20,2022-08-19
1153,DPBOM000007427,Supp 제작,F3,,D5,2022-08-20,2022-08-19
1154,DPBOM000004486,계획,F2,,D4,2022-06-12,2022-06-12
1155,DPBOM000004487,계획,F5,,D7,2022-06-12,2022-06-12
1156,DPBOM000000105,계획,F4,,D6,2022-06-12,2022-06-11
1157,DPBOM000000106,계획,F3,,D5,2022-06-12,2022-06-12
1158,DPBOM000002081,의장,F4,,D6,2022-08-22,2022-08-22
1159,DPBOM000007433,의장,F1,,D3,2022-08-22,2022-08-16
1160,DPBOM000000142,철의장,F4,,D6,2022-06-26,2022-06-26
1161,DPBOM000002091,의장(설치),F7,,D4,2022-08-22,2022-08-14
1162,DPBOM000000585,의장(설치),F8,,D5,2022-09-04,2022-09-02
1163,DPBOM000000701,철의장,F7,,D4,2022-07-31,2022-07-29
1164,DPBOM000000254,철의장,F8,,D5,2022-08-06,2022-08-05
1165,DPBOM000007439,의장(설치),F7,,D4,2022-10-10,2022-11-19
1166,DPBOM000002162,의장(설치),F5,,D7,2022-09-04,2022-09-02
1167,DPBOM000000256,철의장,F5,,D7,2022-08-06,2022-08-05
1168,DPBOM000007442,의장(설치),F4,,D6,2022-09-04,2022-09-04
1169,DPBOM000007443,의장(설치),F3,,D5,2022-08-20,2022-08-20
1170,DPBOM000000586,의장(설치),F3,,D5,2022-08-20,2022-08-20
1171,DPBOM000007445,의장(설치),F3,,D5,2022-08-20,2022-08-20
1172,DPBOM000000257,제작,F3,,D5,2022-07-29,2022-07-29
1173,DPBOM000007447,제작,F3,,D5,2022-08-01,2022-07-30
1174,DPBOM000000258,Supp 제작,F3,,D5,2022-07-31,2022-07-31
1175,DPBOM000007449,Supp 제작,F3,,D5,2022-08-01,2022-07-31
1176,DPBOM000007450,의장(설치),F2,,D4,2022-08-22,2022-08-18
1177,DPBOM000000587,의장(설치),F3,,D5,2022-09-04,2022-09-04
1178,DPBOM000000260,제작,F3,,D5,2022-08-06,2022-08-06
1179,DPBOM000007453,Supp 제작,F3,,D5,2022-07-09,2022-07-09
1180,DPBOM000000358,의장(설치),F3,,D5,2022-08-15,2022-08-05
1181,DPBOM000000185,제작,F3,,D5,2022-07-23,2022-07-23
1182,DPBOM000004514,Supp 제작,F3,,D5,2022-07-23,2022-07-23
1183,DPBOM000002095,의장(설치),F1,,D3,2022-08-22,2022-08-19
1184,DPBOM000002163,의장(설치),F4,,D6,2022-09-04,2022-09-04
1185,DPBOM000007459,철의장,F1,,D3,2022-07-31,2022-07-11
1186,DPBOM000000264,철의장,F4,,D6,2022-08-07,2022-07-21
1187,DPBOM000000588,의장(설치),F8,,D5,2022-09-04,2022-09-02
1188,DPBOM000000265,철의장,F8,,D5,2022-08-06,2022-08-05
1189,DPBOM000002164,의장(설치),F5,,D7,2022-09-04,2022-09-02
1190,DPBOM000000267,철의장,F5,,D7,2022-08-06,2022-08-06
1191,DPBOM000007465,의장(설치),F4,,D6,2022-09-04,2022-09-04
1192,DPBOM000004524,의장(설치),F3,,D5,2022-08-20,2022-08-20
1193,DPBOM000000589,의장(설치),F3,,D5,2022-08-20,2022-08-20
1194,DPBOM000007468,의장(설치),F3,,D5,2022-08-20,2022-08-20
1195,DPBOM000000268,제작,F3,,D5,2022-07-29,2022-07-22
1196,DPBOM000007470,제작,F3,,D5,2022-07-31,2022-07-30
1197,DPBOM000000269,Supp 제작,F3,,D5,2022-07-31,2022-07-31
1198,DPBOM000007472,Supp 제작,F3,,D5,2022-08-01,2022-07-31
1199,DPBOM000007473,의장(설치),F2,,D4,2022-08-22,2022-08-18
1200,DPBOM000000590,의장(설치),F3,,D5,2022-09-04,2022-09-04
1201,DPBOM000000271,제작,F3,,D5,2022-08-07,2022-07-23
1202,DPBOM000000359,의장(설치),F3,,D5,2022-08-15,2022-08-05
1203,DPBOM000000186,제작,F3,,D5,2022-07-23,2022-07-23
1204,DPBOM000004537,Supp 제작,F3,,D5,2022-07-23,2022-07-23
1205,DPBOM000002100,의장(설치),F1,,D3,2022-09-26,2022-09-25
1206,DPBOM000002165,의장(설치),F4,,D6,2022-09-04,2022-09-04
1207,DPBOM000000276,철의장,F4,,D6,2022-08-11,2022-06-23
1208,DPBOM000000462,의장(설치),F3,,D5,2022-08-08,2022-08-08
1209,DPBOM000000205,제작,F3,,D5,2022-07-08,2022-07-08
1210,DPBOM000007484,Supp 제작,F3,,D5,2022-07-08,2022-07-08
1211,DPBOM000000390,의장(설치),F3,,D5,2022-08-08,2022-08-08
1212,DPBOM000001536,제작,F3,,D5,2022-07-08,2022-07-08
1213,DPBOM000001537,Supp 제작,F3,,D5,2022-07-08,2022-07-08
1214,DPBOM000000464,의장(설치),F3,,D5,2022-08-08,2022-08-08
1215,DPBOM000000207,제작,F3,,D5,2022-07-08,2022-07-08
1216,DPBOM000007490,Supp 제작,F3,,D5,2022-07-08,2022-07-08
1217,DPBOM000007491,의장(설치),F3,,D5,2022-08-11,2022-08-08
1218,DPBOM000007492,제작,F3,,D5,2022-07-09,2022-07-08
1219,DPBOM000007493,Supp 제작,F3,,D5,2022-07-09,2022-07-08
1220,DPBOM000000391,의장(설치),F3,,D5,2022-08-11,2022-08-08
1221,DPBOM000000702,제작,F3,,D5,2022-07-09,2022-07-08
1222,DPBOM000000703,Supp 제작,F3,,D5,2022-07-09,2022-07-08
1223,DPBOM000007497,의장(설치),F2,,D4,2022-08-11,2022-08-07
1224,DPBOM000007498,의장(설치),F3,,D5,2022-08-11,2022-08-08
1225,DPBOM000007499,제작,F2,,D4,2022-07-08,2022-07-07
1226,DPBOM000007500,제작,F3,,D5,2022-07-08,2022-07-08
1227,DPBOM000007501,Supp 제작,F2,,D4,2022-07-08,2022-07-07
1228,DPBOM000007502,의장(설치),F2,,D4,2022-08-11,2022-08-07
1229,DPBOM000007503,의장(설치),F3,,D5,2022-08-11,2022-08-08
1230,DPBOM000007504,제작,F2,,D4,2022-07-08,2022-07-07
1231,DPBOM000007505,Supp 제작,F2,,D4,2022-07-08,2022-07-07
1232,DPBOM000007506,의장(설치),F5,,D7,2022-11-05,
1233,DPBOM000007507,의장(설치),F8,,D5,2022-11-05,2022-10-28
1234,DPBOM000007508,의장(설치),F5,,D7,2022-11-05,2022-10-27
1235,DPBOM000007509,철의장,F5,,D7,2022-10-13,2022-08-13
1236,DPBOM000007510,의장(설치),F4,,D6,2022-11-05,2022-10-28
1237,DPBOM000007511,의장(설치),F4,,D6,2022-11-05,2022-10-28
1238,DPBOM000007512,철의장,F4,,D6,2022-12-05,2022-06-20
1239,DPBOM000007513,의장(설치),F2,,D4,2022-11-05,2022-10-10
1240,DPBOM000007514,의장(설치),F3,,D5,2022-11-05,2022-10-06
1241,DPBOM000007515,제작,F2,,D4,2022-10-13,2022-08-21
1242,DPBOM000007516,제작,F3,,D5,2022-10-13,2022-07-30
1243,DPBOM000007517,Supp 제작,F2,,D4,2022-10-13,2022-08-21
1244,DPBOM000007518,Supp 제작,F3,,D5,2022-10-13,2022-07-30
1245,DPBOM000007519,의장(설치),F3,,D5,2022-10-22,2022-10-06
1246,DPBOM000007520,제작,F3,,D5,2022-09-26,2022-09-26
1247,DPBOM000007521,Supp 제작,F3,,D5,2022-09-26,2022-09-26
1248,DPBOM000007522,의장(설치),F1,,D3,2022-11-25,2022-11-24
1249,DPBOM000007523,의장(설치),F4,,D6,2022-11-05,2022-10-16
1250,DPBOM000007524,의장(설치),F4,,D6,2022-10-22,2022-10-16
1251,DPBOM000007525,철의장,F4,,D6,2022-10-13,2022-07-09
1252,DPBOM000007526,철의장,F4,,D6,2022-09-26,2022-08-20
1253,DPBOM000004542,의장(설치),F5,,D7,2022-11-05,
1254,DPBOM000004543,의장(설치),F8,,D5,2022-11-05,2022-10-28
1255,DPBOM000004544,의장(설치),F5,,D7,2022-11-05,2022-10-27
1256,DPBOM000004545,철의장,F5,,D7,2022-10-13,2022-08-13
1257,DPBOM000007531,의장(설치),F4,,D6,2022-11-05,2022-11-05
1258,DPBOM000007532,철의장,F4,,D6,2022-12-05,2022-06-20
1259,DPBOM000007533,의장(설치),F2,,D4,2022-11-05,2022-10-10
1260,DPBOM000004546,의장(설치),F3,,D5,2022-11-05,2022-10-06
1261,DPBOM000007535,제작,F2,,D4,2022-10-13,2022-08-21
1262,DPBOM000004547,제작,F3,,D5,2022-10-13,2022-07-25
1263,DPBOM000007537,Supp 제작,F2,,D4,2022-10-13,2022-08-21
1264,DPBOM000004548,Supp 제작,F3,,D5,2022-10-13,2022-07-10
1265,DPBOM000004549,의장(설치),F3,,D5,2022-10-22,2022-10-06
1266,DPBOM000004550,제작,F3,,D5,2022-09-26,2022-09-26
1267,DPBOM000004551,Supp 제작,F3,,D5,2022-09-26,2022-09-26
1268,DPBOM000004552,의장(설치),F4,,D6,2022-11-05,2022-10-17
1269,DPBOM000004553,의장(설치),F4,,D6,2022-10-22,2022-10-17
1270,DPBOM000004554,철의장,F4,,D6,2022-10-10,2022-06-19
1271,DPBOM000004555,철의장,F4,,D6,2022-09-25,2022-06-19
1272,DPBOM000007546,계획,F5,,D7,2022-08-21,2022-08-21
1273,DPBOM000007547,계획,F4,,D6,2022-08-21,2022-08-20
1274,DPBOM000007548,계획,F3,,D5,2022-08-22,2022-08-22
1275,DPBOM000007549,Supp 제작,F3,,D5,2022-09-05,2022-09-05
1276,DPBOM000007550,의장(설치),F3,,D5,2022-10-09,2022-08-05
1277,DPBOM000007551,제작,F3,,D5,2022-09-11,2022-09-11
1278,DPBOM000007552,Supp 제작,F3,,D5,2022-09-11,2022-09-11
1279,DPBOM000007553,의장(설치),F3,,D5,2022-10-09,2022-08-05
1280,DPBOM000007554,제작,F3,,D5,2022-09-12,2022-09-12
1281,DPBOM000007555,Supp 제작,F3,,D5,2022-09-12,2022-09-12
1282,DPBOM000007556,의장(설치),F3,,D5,2022-10-07,2022-09-25
1283,DPBOM000007557,제작,F3,,D5,2022-09-10,2022-08-22
1284,DPBOM000007558,Supp 제작,F3,,D5,2022-09-10,2022-08-22
1285,DPBOM000007559,의장(설치),F3,,D5,2022-10-07,2022-09-25
1286,DPBOM000007560,제작,F3,,D5,2022-09-10,2022-08-22
1287,DPBOM000007561,Supp 제작,F3,,D5,2022-09-10,2022-08-22
1288,DPBOM000004603,계획,F2,,D4,2022-07-25,2022-07-25
1289,DPBOM000004604,계획,F5,,D7,2022-07-25,2022-07-23
1290,DPBOM000007564,계획,F4,,D6,2022-08-06,2022-08-04
1291,DPBOM000004605,계획,F3,,D5,2022-07-25,2022-07-23
1292,DPBOM000007566,의장,F1,,D3,2022-10-03,2022-08-12
1293,DPBOM000004606,의장,F4,,D6,2022-10-03,2022-10-03
1294,DPBOM000007568,철의장,F1,,D3,2022-08-11,2022-06-02
1295,DPBOM000004607,철의장,F4,,D6,2022-08-05,2022-06-26
1296,DPBOM000007570,의장(설치),F5,,D7,2022-10-21,2022-10-21
1297,DPBOM000007571,철의장,F5,,D7,2022-09-25,2022-09-24
1298,DPBOM000007572,의장(설치),F3,,D5,2022-10-16,2022-10-14
1299,DPBOM000007573,제작,F3,,D5,2022-09-22,2022-09-11
1300,DPBOM000007574,Supp 제작,F3,,D5,2022-09-22,2022-09-11
1301,DPBOM000007575,의장(설치),F3,,D5,2022-10-21,2022-10-16
1302,DPBOM000007576,제작,F3,,D5,2022-09-25,2022-09-17
1303,DPBOM000007577,Supp 제작,F3,,D5,2022-09-02,2022-09-02
1304,DPBOM000007578,의장(설치),F3,,D5,2022-10-06,2022-08-05
1305,DPBOM000007579,제작,F3,,D5,2022-09-05,2022-09-05
1306,DPBOM000007580,Supp 제작,F3,,D5,2022-09-05,2022-09-05
1307,DPBOM000007581,의장(설치),F1,,D3,2022-10-16,2022-10-06
1308,DPBOM000007582,의장(설치),F4,,D6,2022-10-21,2022-10-03
1309,DPBOM000007583,철의장,F4,,D6,2022-09-22,2022-07-22
1310,DPBOM000007584,의장(설치),F5,,D7,2022-10-22,2022-10-22
1311,DPBOM000007585,철의장,F5,,D7,2022-09-26,2022-09-24
1312,DPBOM000007586,의장(설치),F3,,D5,2022-10-16,2022-09-04
1313,DPBOM000007587,제작,F3,,D5,2022-09-17,2022-07-22
1314,DPBOM000007588,Supp 제작,F3,,D5,2022-09-22,2022-07-31
1315,DPBOM000007589,의장(설치),F3,,D5,2022-10-21,2022-09-04
1316,DPBOM000007590,제작,F3,,D5,2022-09-22,2022-07-23
1317,DPBOM000007591,의장(설치),F3,,D5,2022-10-08,2022-08-05
1318,DPBOM000007592,제작,F3,,D5,2022-09-05,2022-09-05
1319,DPBOM000007593,Supp 제작,F3,,D5,2022-09-05,2022-09-05
1320,DPBOM000007594,의장(설치),F1,,D3,2022-10-17,2022-10-06
1321,DPBOM000007595,의장(설치),F4,,D6,2022-10-22,2022-10-03
1322,DPBOM000007596,철의장,F4,,D6,2022-09-24,2022-06-23
1323,DPBOM000007597,의장(설치),F2,,D4,2022-10-03,2022-09-18
1324,DPBOM000007598,제작,F2,,D4,2022-09-08,2022-09-04
1325,DPBOM000007599,Supp 제작,F2,,D4,2022-09-08,2022-09-04
1326,DPBOM000007600,의장(설치),F2,,D4,2022-10-03,2022-09-18
1327,DPBOM000007601,제작,F2,,D4,2022-09-08,2022-09-04
1328,DPBOM000007602,Supp 제작,F2,,D4,2022-09-08,2022-09-04
1329,DPBOM000007603,의장(설치),F3,,D5,2022-09-22,2022-09-22
1330,DPBOM000007604,제작,F3,,D5,2022-08-19,2022-08-15
1331,DPBOM000007605,Supp 제작,F3,,D5,2022-08-19,2022-08-15
1332,DPBOM000007606,의장(설치),F3,,D5,2022-09-22,2022-09-22
1333,DPBOM000007607,제작,F3,,D5,2022-08-19,2022-08-15
1334,DPBOM000007608,Supp 제작,F3,,D5,2022-08-19,2022-08-15
1335,DPBOM000007609,의장(설치),F3,,D5,2022-09-23,2022-09-22
1336,DPBOM000007610,제작,F3,,D5,2022-08-19,2022-08-19
1337,DPBOM000007611,Supp 제작,F3,,D5,2022-08-19,2022-08-19
1338,DPBOM000007612,의장(설치),F3,,D5,2022-09-23,2022-09-22
1339,DPBOM000007613,제작,F3,,D5,2022-08-19,2022-08-19
1340,DPBOM000007614,Supp 제작,F3,,D5,2022-08-19,2022-08-19
1341,DPBOM000007615,계획,F2,,D4,2022-07-24,2022-07-24
1342,DPBOM000007616,계획,F5,,D7,2022-07-24,2022-07-23
1343,DPBOM000007617,계획,F3,,D5,2022-07-24,2022-07-24
1344,DPBOM000007618,의장,F1,,D3,2022-09-22,2022-08-12
1345,DPBOM000007619,철의장,F1,,D3,2022-08-04,2022-06-26
1346,DPBOM000007620,의장(설치),F5,D1,D7,2022-10-06,2022-10-06
1347,DPBOM000007621,철의장,F5,,D7,2022-09-09,2022-09-09
1348,DPBOM000007622,Supp 제작,F3,,D5,2022-08-18,2022-08-18
1349,DPBOM000007623,의장(설치),F3,,D5,2022-09-22,2022-08-05
1350,DPBOM000007624,제작,F3,,D5,2022-08-22,2022-08-22
1351,DPBOM000007625,Supp 제작,F3,,D5,2022-08-22,2022-08-22
1352,DPBOM000007626,의장(설치),F1,,D3,2022-10-06,2022-10-06
1353,DPBOM000007627,철의장,F1,,D3,2022-09-09,2022-09-09
1354,DPBOM000007628,의장(설치),F5,D1,D7,2022-10-07,2022-10-06
1355,DPBOM000007629,철의장,F5,,D7,2022-09-10,2022-09-09
1356,DPBOM000007630,Supp 제작,F3,,D5,2022-08-20,2022-08-20
1357,DPBOM000007631,의장(설치),F3,,D5,2022-09-23,2022-08-05
1358,DPBOM000007632,제작,F3,,D5,2022-08-29,2022-08-29
1359,DPBOM000007633,Supp 제작,F3,,D5,2022-08-29,2022-08-29
1360,DPBOM000007634,의장(설치),F1,,D3,2022-10-07,2022-10-06
1361,DPBOM000007635,철의장,F1,,D3,2022-09-10,2022-09-09
1362,DPBOM000007636,의장(설치),F2,,D4,2022-09-19,2022-09-18
1363,DPBOM000007637,제작,F2,,D4,2022-08-21,2022-08-20
1364,DPBOM000007638,Supp 제작,F2,,D4,2022-08-21,2022-08-20
1365,DPBOM000007639,의장(설치),F2,,D4,2022-09-19,2022-09-18
1366,DPBOM000007640,제작,F2,,D4,2022-08-21,2022-08-20
1367,DPBOM000007641,Supp 제작,F2,,D4,2022-08-21,2022-08-20
1368,DPBOM000007642,계획,F2,,D4,2022-06-25,2022-06-25
1369,DPBOM000007643,계획,F5,,D7,2022-06-25,2022-06-25
1370,DPBOM000007644,계획,F4,,D6,2022-06-25,2022-06-25
1371,DPBOM000007645,계획,F3,,D5,2022-06-25,2022-06-25
1372,DPBOM000007646,의장,F1,,D3,2022-08-15,2022-08-13
1373,DPBOM000007647,의장(설치),F8,,D5,2022-09-09,2022-09-02
1374,DPBOM000007648,의장(설치),F5,,D7,2022-09-09,2022-09-02
1375,DPBOM000007649,철의장,F5,,D7,2022-08-11,2022-08-08
1376,DPBOM000007650,의장(설치),F4,,D6,2022-10-17,2022-09-04
1377,DPBOM000007651,의장(설치),F3,,D5,2022-08-29,2022-08-29
1378,DPBOM000007652,제작,F3,,D5,2022-08-05,2022-08-05
1379,DPBOM000007653,Supp 제작,F3,,D5,2022-08-04,2022-08-05
1380,DPBOM000007654,의장(설치),F2,,D4,2022-08-29,2022-08-29
1381,DPBOM000007655,의장(설치),F3,,D5,2022-09-09,2022-09-09
1382,DPBOM000007656,제작,F2,,D4,2022-08-04,2022-08-01
1383,DPBOM000007657,제작,F3,,D5,2022-08-11,2022-08-11
1384,DPBOM000007658,Supp 제작,F2,,D4,2022-08-04,2022-08-01
1385,DPBOM000007659,Supp 제작,F3,,D5,2022-07-11,2022-07-11
1386,DPBOM000007660,의장(설치),F3,,D5,2022-08-20,2022-08-05
1387,DPBOM000007661,제작,F3,,D5,2022-07-30,2022-07-30
1388,DPBOM000007662,Supp 제작,F3,,D5,2022-07-30,2022-07-30
1389,DPBOM000007663,의장(설치),F4,,D6,2022-09-09,2022-09-10
1390,DPBOM000007664,철의장,F4,,D6,2022-08-13,2022-07-24
1391,DPBOM000007665,의장(설치),F1,,D3,2022-10-28,2022-10-06
1392,DPBOM000007666,철의장,F1,,D3,2022-10-03,2022-09-10
1393,DPBOM000001867,계획,F2,,D4,2022-06-13,2022-06-13
1394,DPBOM000000089,계획,F5,,D7,2022-06-13,2022-06-13
1395,DPBOM000000090,계획,F4,,D6,2022-06-13,2022-06-13
1396,DPBOM000004675,계획,F3,,D5,2022-06-13,2022-06-12
1397,DPBOM000002101,의장,F6,,D8,2022-08-22,2022-08-22
1398,DPBOM000002384,의장,F4,,D6,2022-08-18,2022-08-15
1399,DPBOM000004679,의장,F1,,D3,2022-08-18,2022-08-16
1400,DPBOM000000124,철의장,F6,,D8,2022-06-23,2022-06-23
1401,DPBOM000000125,철의장,F4,,D6,2022-06-23,2022-06-23
1402,DPBOM000002191,의장(설치),F7,,D4,2022-09-04,2022-08-22
1403,DPBOM000000668,의장(설치),F8,,D5,2022-09-11,2022-09-10
1404,DPBOM000000773,철의장,F7,,D4,2022-08-06,2022-07-29
1405,DPBOM000000398,철의장,F8,,D5,2022-08-13,2022-08-05
1406,DPBOM000002251,의장(설치),F5,,D7,2022-09-11,2022-09-11
1407,DPBOM000000400,철의장,F5,,D7,2022-08-13,2022-08-05
1408,DPBOM000001702,의장(설치),F4,,D6,2022-10-31,2022-09-04
1409,DPBOM000002193,의장(설치),F3,,D5,2022-09-04,2022-09-04
1410,DPBOM000007684,의장(설치),F3,,D5,2022-09-04,2022-09-03
1411,DPBOM000000401,제작,F3,,D5,2022-08-06,2022-08-05
1412,DPBOM000007686,제작,F3,,D5,2022-08-06,2022-08-06
1413,DPBOM000000402,Supp 제작,F3,,D5,2022-08-06,2022-08-05
1414,DPBOM000007688,의장(설치),F2,,D4,2022-09-04,2022-08-18
1415,DPBOM000002194,의장(설치),F2,,D4,2022-10-30,2022-10-30
1416,DPBOM000002252,의장(설치),F3,,D5,2022-09-11,2022-09-11
1417,DPBOM000000404,제작,F3,,D5,2022-08-06,2022-08-05
1418,DPBOM000007692,Supp 제작,F3,,D5,2022-07-21,2022-07-21
1419,DPBOM000002148,의장(설치),F3,,D5,2022-11-03,2022-10-31
1420,DPBOM000000247,제작,F3,,D5,2022-07-21,2022-07-21
1421,DPBOM000004704,Supp 제작,F3,,D5,2022-07-29,2022-07-29
1422,DPBOM000007696,의장(설치),F1,,D3,2022-09-04,2022-08-19
1423,DPBOM000002293,의장(설치),F4,,D6,2022-09-11,2022-09-11
1424,DPBOM000007698,의장(설치),F1,,D3,2022-09-04,2022-09-04
1425,DPBOM000007699,철의장,F1,,D3,2022-08-05,2022-07-11
1426,DPBOM000000407,철의장,F4,,D6,2022-08-12,2022-07-04
1427,DPBOM000007701,철의장,F1,,D3,2022-08-06,2022-08-06
1428,DPBOM000000669,의장(설치),F8,,D5,2022-09-11,2022-09-10
1429,DPBOM000002253,의장(설치),F5,,D7,2022-09-11,2022-09-11
1430,DPBOM000000410,철의장,F5,,D7,2022-08-13,2022-08-06
1431,DPBOM000001703,의장(설치),F4,,D6,2022-10-31,2022-09-04
1432,DPBOM000002198,의장(설치),F3,,D5,2022-09-04,2022-09-04
1433,DPBOM000007707,의장(설치),F3,,D5,2022-09-04,2022-09-03
1434,DPBOM000000411,제작,F3,,D5,2022-08-06,2022-08-05
1435,DPBOM000007709,제작,F3,,D5,2022-08-06,2022-08-06
